0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251
23.82699,23.74708,23.973495,24.284262,24.106682,21.810057,21.804958,21.245237,21.707493,21.142769,21.43865,21.019257,20.979326,21.171074,21.21726,21.145435,21.313957,20.283562,20.185047,20.537077,20.826437,20.126312,20.235159,20.889627,20.326529,20.05804,19.408522,20.514029,20.222239,20.752998,21.448452,21.866636,21.572544,21.283188,21.368402,21.6912,21.72803,21.83526,21.708565,21.70009,21.821508,21.498077,21.884962,22.376225,21.242226,21.53677,21.2826,21.924953,22.700743,22.59009,23.196177,23.351667,21.888493,21.550224,22.03061,22.19149,22.94065,22.649113,22.122576,22.220356,22.614418,22.362663,21.48937,21.682114,22.08342,22.993893,22.74684,23.409742,23.315865,23.606117,24.229362,23.10986,23.699991,23.30187,22.99952,21.742392,21.271517,19.743797,20.20083,20.105724,19.135529,19.230639,19.371014,19.192003,19.567385,18.99809,18.267952,18.988337,19.491758,19.61361,20.226524,20.524576,21.065561,21.180716,20.29,20.215208,19.899387,19.184898,19.579193,19.170898,18.637989,18.569572,18.983002,18.814857,18.698685,18.339079,18.318787,18.545809,18.963581,18.948404,19.057344,19.146381,19.859324,19.586113,19.679594,19.765417,20.096985,19.61495,19.396471,20.225391,20.99142,21.243076,21.314287,22.258522,22.425152,22.77705,22.747221,21.672916,21.997286,21.248535,21.644821,21.980885,21.731443,20.225328,19.746399,19.86295,19.731789,19.963306,19.507032,19.813374,19.517487,19.814533,19.998545,19.702307,19.408281,18.264505,18.414478,17.878668,18.378164,17.950125,18.765818,18.32462,18.82189,18.940477,18.946892,19.669947,19.799374,19.848455,20.294315,21.3065,21.219767,22.188957,22.907122,22.980503,23.38108,22.919323,23.678818,23.844597,24.308933,23.676863,24.02073,24.081923,23.6285,23.25387,24.056,24.522066,24.408548,24.518837,23.637724,23.972101,23.856194,23.234396,22.74507,23.480888,23.956638,23.68337,23.691689,24.47495,25.229855,25.390034,24.830109,25.965569,25.509363,25.809675,25.758442,26.578547,26.043388,26.237162,24.571514,24.194283,23.854385,23.548773,24.039452,24.077751,24.494562,24.649347,25.216116,25.443443,24.401772,25.360765,26.319637,25.639984,26.646833,26.031889,26.228746,25.992779,26.658733,25.839783,24.84582,24.086641,23.81067,24.471788,23.876759,24.84623,23.77561,24.405445,23.206295,23.25906,24.068886,24.322382,26.018179,26.193747,26.64544,26.806047,26.830372,26.93784,27.352266,27.894993,27.818161,26.93315,27.913143,27.633764,29.201235,28.192776,28.899902,28.910185,29.476633,28.558075,29.557388,29.45842,29.445473,29.41759
23.82699,23.74708,23.973495,24.284262,24.106682,21.546625,21.37696,20.790613,21.112381,20.656025,20.7457,20.563932,21.20598,21.553768,21.84565,21.488493,21.967657,21.189735,21.479166,21.691303,21.984076,20.928509,21.01804,21.889471,21.251745,21.425917,20.665663,22.196766,22.015192,22.997755,24.5294,25.14742,24.483986,24.090584,24.087713,24.56449,24.45625,24.613552,24.677053,24.692766,25.005455,24.259176,24.827164,25.81697,24.09496,24.899967,25.1655,26.371767,27.78847,27.995384,28.964245,28.977806,27.093233,27.544939,28.680803,29.329662,30.427805,30.199986,29.147133,29.615585,30.174326,29.8119,28.658894,29.021564,29.691488,31.24584,30.3696,31.349703,31.109907,31.815592,32.87676,31.358192,32.347958,32.126877,32.36645,30.029364,29.632513,26.931612,27.857021,27.642015,26.107155,26.697676,27.581003,26.828852,27.192778,26.79854,25.736975,27.040598,27.918413,28.563225,29.086823,29.31342,30.53325,30.812801,30.016954,29.841532,29.432898,27.77463,28.470503,27.911856,26.770601,27.221031,27.785713,27.507225,27.047329,26.363918,26.543194,27.11845,28.519775,28.93787,29.829414,29.700857,30.922699,30.232887,30.142569,30.641747,30.692904,29.538578,29.482962,31.680717,33.522617,33.430695,33.764618,36.118454,37.189857,38.252617,38.187603,35.935696,36.63572,35.08115,36.144413,37.191456,36.944736,34.220726,33.235546,33.96038,33.45041,33.361996,32.07271,32.282375,30.6879,30.81104,31.031286,31.36623,31.160307,29.407526,29.939823,28.794428,29.912792,29.70025,31.752419,31.31406,32.55531,33.379776,33.500065,35.026917,36.049305,35.766098,36.776306,39.448795,39.877743,43.0323,44.47921,44.680958,45.348656,43.821617,44.58512,44.684174,46.15683,45.14855,44.97719,44.826374,44.288895,43.057823,45.278793,46.879116,46.573948,46.308933,44.28453,45.424236,45.199097,42.99843,41.63842,42.931255,45.079082,45.43458,45.4644,48.141083,50.10344,50.22323,48.83829,51.600273,50.422726,51.392765,51.847656,54.726288,54.487003,54.788086,51.035095,50.539795,49.794163,48.935333,50.348045,50.19798,51.098923,51.758312,52.80649,53.471275,51.216064,53.923763,57.077766,56.13228,59.578945,58.864502,60.964012,60.02175,62.472893,60.993916,58.67875,56.676495,55.831547,59.04902,57.396664,61.098114,57.161484,58.587452,54.700626,54.689293,58.471687,59.16377,64.560555,66.236984,68.88245,70.94879,71.79768,73.585526,73.85005,76.25998,76.20488,73.4418,77.739204,76.80569,82.61118,79.34716,82.539856,83.8903,88.01752,83.46482,85.86708,86.74627,88.54481,87.763885
23.82699,23.74708,23.973495,24.284262,24.106682,20.433619,20.037071,19.655842,20.237583,19.311304,19.580896,19.306793,18.847927,18.915203,18.939426,19.205872,19.764006,18.23811,18.690977,19.456905,20.29334,19.287975,19.040945,20.716978,19.478111,19.46349,18.723322,20.725002,19.804222,20.992002,22.52826,23.362385,23.11041,22.628082,22.603092,22.599106,22.583755,23.339905,23.186787,23.053617,23.503937,22.935137,24.550068,24.815674,22.424175,22.866957,22.626093,24.466095,26.163385,26.38476,27.85976,27.852758,24.918964,24.314957,25.657648,26.16741,27.563677,26.671154,24.849586,25.746527,27.14805,26.88048,25.100355,25.981419,27.309532,28.971231,28.628937,30.114687,30.376942,31.332203,31.80919,28.739511,30.171682,28.715458,29.105597,25.952347,25.066795,21.640417,22.594513,22.64774,20.974848,20.925243,21.343449,21.237072,21.832197,20.526632,19.688921,21.176641,22.33011,23.08641,24.137377,24.354048,25.469122,27.10267,25.719353,25.671759,25.347012,24.06923,25.995756,24.656889,23.52551,24.183819,25.490301,25.18515,25.045433,24.03117,24.292202,25.493284,26.715063,27.280323,28.092764,28.024027,30.32956,29.551678,29.181578,29.01758,30.444426,30.406906,29.611338,31.3819,33.365177,34.231243,35.38528,40.276413,42.027332,42.646095,41.465824,37.759247,39.907017,36.51295,37.969772,41.057312,40.323357,36.105576,34.66731,35.01938,34.78113,36.611492,34.29939,34.835583,34.442554,36.2891,36.892563,35.528454,35.342976,32.06409,32.897823,30.775719,32.8,31.295275,34.535088,33.066566,34.954,35.364857,35.679848,37.112263,37.619846,37.886177,39.316902,42.660774,43.042248,45.86046,49.479126,51.98258,54.175507,52.682323,57.563625,58.645805,62.08551,59.29218,60.316437,60.487682,57.584797,55.837242,60.86437,63.838833,63.024864,64.40309,61.34707,63.757065,64.46063,61.62057,58.889038,62.15013,65.80363,64.70715,63.513283,68.31564,70.57773,72.96796,70.31873,75.9394,74.88105,78.03058,76.432304,80.976105,79.99356,79.994545,68.32115,66.51315,64.36253,62.67851,62.74581,62.932026,65.01753,65.76971,67.33925,69.221375,65.26485,69.496185,73.85741,70.705505,79.046005,77.29236,80.55548,81.05734,85.478745,82.352684,75.05183,70.05385,68.56217,74.92253,72.98846,80.70728,73.595024,77.404976,72.93513,74.43299,79.4736,82.06171,95.32141,96.0168,105.06125,108.94324,106.92563,106.72923,111.2452,114.39166,113.74577,107.80389,116.206245,117.49566,130.44196,125.08924,130.61069,131.34915,134.62088,128.18588,135.7561,135.483,136.41609,136.23604
23.82699,23.74708,23.973495,24.284262,24.106682,22.163725,22.07756,21.391378,21.861982,21.36717,21.580296,21.38856,21.999445,21.814146,22.312866,21.817245,22.235601,21.83538,22.093908,21.594849,22.19631,21.537083,21.853653,22.386415,22.111105,22.159006,21.329954,22.505909,22.68811,23.578901,24.397087,24.864458,24.814005,24.520155,24.881052,25.28453,25.157936,25.005554,25.077278,24.880108,24.668314,23.834352,24.59032,25.41192,23.961351,24.81628,25.341934,25.923277,26.768183,26.975603,27.030773,27.757286,26.036135,26.400616,26.994776,27.098087,28.149557,27.680729,26.82209,27.35404,27.54373,27.078413,26.199825,26.200607,26.613892,27.607029,26.824606,27.419762,27.121483,27.895582,28.6957,27.976566,28.496685,28.618288,28.820309,27.204672,26.485909,25.053623,25.7726,26.002087,24.972607,24.81138,25.514212,24.91762,25.306368,25.090065,24.015224,24.783318,25.442747,26.256033,26.97199,27.093145,27.697908,27.408949,26.71236,26.761751,26.000095,24.620022,25.099182,24.969131,24.107006,24.460844,24.742388,24.81453,24.810463,24.312809,24.455198,25.054691,25.977016,26.72944,26.857368,26.764107,27.263245,26.788235,26.610455,26.659472,26.537827,25.905203,25.544641,26.871134,28.222904,28.033112,28.313768,29.689207,30.382025,31.524628,31.256533,29.870842,30.278387,29.21454,30.063986,30.612545,30.211504,28.319792,28.05714,28.500149,27.754223,27.627073,26.766119,26.974253,26.030151,26.05389,25.774498,26.512564,25.948933,24.586252,24.841139,24.159248,24.892618,25.056755,26.727715,26.64487,27.536934,28.07352,27.84567,28.593525,29.660778,29.54589,29.969988,31.59522,31.575024,33.630875,34.78271,34.654438,34.626766,33.715363,34.257923,34.559338,35.26039,35.135197,35.290176,35.386456,35.216846,35.46159,37.39164,37.803898,37.371872,37.180386,36.245987,36.98422,36.96312,35.540466,34.860447,35.437904,37.0804,37.22518,36.981945,38.371716,39.425835,39.172745,39.091496,40.604317,39.830692,40.752823,41.612263,43.893337,43.812847,43.850655,41.196705,40.916615,40.281128,39.389217,39.982548,39.929123,41.327045,42.086983,42.23878,42.103703,40.79795,41.858467,42.743347,41.674877,43.289047,43.04786,44.726513,44.393757,45.278774,44.182224,43.41672,42.677742,41.87673,42.810844,41.490623,42.583755,40.5431,41.335743,38.523033,38.270557,40.20936,39.92732,42.626175,43.162933,44.200264,45.36343,45.415966,46.434177,47.294308,47.893295,47.832935,46.736736,48.385593,47.611057,49.65717,47.8573,48.868164,48.66523,50.226532,48.61542,48.88652,49.218254,49.207775,48.191257
23.82699,23.74708,23.973495,24.284262,24.106682,23.282202,23.12303,22.892517,22.740702,22.27396,22.457424,22.54765,22.990578,22.71059,23.16401,23.260103,23.256914,23.385479,23.346651,22.768784,22.699648,22.691223,22.95383,22.550959,23.172468,23.48962,23.029867,23.30471,23.815414,24.004017,24.078722,24.34441,24.116,23.956503,24.333464,24.832226,24.897253,24.750095,24.439222,24.313187,23.92794,23.979687,24.02639,24.792028,24.481302,24.841162,24.919714,24.536856,24.8803,24.857016,25.023098,25.266762,24.763884,25.57462,26.393364,26.248734,26.306313,26.118889,26.250498,25.370691,25.084328,24.79027,24.38987,24.504578,24.326584,24.927998,24.593979,24.150282,23.768093,24.329538,25.043972,25.070345,25.46535,25.710873,25.708225,25.183004,25.03864,24.771755,25.24738,25.335724,25.004246,25.11657,25.29416,24.756664,24.643887,24.662863,23.71462,23.823298,23.631123,23.76652,24.580872,24.013763,24.52277,24.128258,24.110415,24.423573,23.847885,23.582815,23.259953,23.59523,23.60071,23.289724,22.850937,23.220648,23.050339,23.380888,23.553537,23.731878,23.971436,24.166382,24.259096,24.212751,23.897766,23.690065,23.961374,24.089808,24.254332,23.663273,23.45562,23.730473,23.774282,23.543924,23.028465,22.4345,22.419596,23.02356,22.97681,22.27107,21.883476,21.75431,22.02152,21.81504,21.651573,21.57909,21.166586,21.357353,20.628717,20.627825,20.897976,21.22433,20.872192,20.68194,20.864212,21.078234,20.396008,20.273487,19.96417,19.870295,19.884085,20.178614,20.454227,20.416084,20.644426,20.84937,20.645641,20.582916,20.73531,20.90336,21.115854,21.663729,21.670527,21.979914,22.214428,21.669613,21.43885,21.662113,21.679491,21.851177,21.645752,22.123707,22.070795,21.995058,22.423744,22.663704,22.680193,22.589422,22.625477,22.660269,22.97645,22.954258,22.842503,22.282461,22.726212,22.90956,22.86305,23.608408,23.350868,23.519962,23.48462,23.707718,23.92065,23.783564,23.799349,23.884897,23.9193,24.076887,23.584387,23.321209,23.382576,23.145016,22.672823,22.229063,22.854322,22.967224,23.645227,23.323496,23.14729,23.304728,22.893461,22.842049,23.087648,22.885336,22.936916,22.705967,22.702988,22.49333,22.649664,22.399984,23.126984,23.181385,22.859684,22.214893,21.216566,20.719269,20.872265,20.949938,20.2192,19.957691,20.404001,20.184605,20.474064,20.710354,20.188232,20.11051,20.034363,20.184156,20.06816,20.255264,20.264688,20.334229,20.722189,20.423033,20.311192,19.495762,19.65671,19.27072,19.341442,19.40234,19.310661,19.39359,19.927881,19.536098
23.82699,23.74708,23.973495,24.284262,24.106682,21.134962,20.9012,20.371813,20.968397,20.372442,20.452276,20.076616,20.06892,20.337301,20.335423,20.274134,20.655703,19.529436,19.67016,20.24233,20.665682,19.565517,19.667429,20.639719,19.508236,19.398304,18.804895,20.425438,19.850239,20.904696,22.067316,22.470367,22.06907,21.487476,21.403255,21.673014,21.451601,21.82722,21.966583,21.863459,22.2264,21.4623,22.241282,22.403164,20.402792,20.860363,20.94368,22.412773,23.603848,23.554415,24.46433,24.501118,22.428654,22.12257,22.967632,23.073395,24.151268,23.397202,22.217762,23.035412,23.76696,23.470156,22.135183,22.528872,23.426651,24.487637,23.912024,25.02796,25.160543,25.578108,25.762114,24.054724,24.96034,24.324657,24.264868,22.30064,21.45281,18.986368,19.670254,19.58666,18.42826,18.537884,18.732689,18.479946,18.803999,18.041374,17.305582,18.351038,19.263477,19.962433,20.532047,20.746063,21.389399,22.084255,21.060415,21.187094,20.750696,19.63725,20.218393,19.553476,19.008596,19.319498,20.073284,20.07272,19.916256,19.198435,19.30668,19.721205,20.283392,20.523209,20.78155,20.817158,22.010836,21.768873,21.577871,21.634304,21.726412,21.180553,20.81284,22.173788,23.387348,23.60641,23.715412,26.015768,26.608278,27.126907,26.905926,25.09182,26.394375,24.932175,25.978714,26.824024,26.561733,24.30793,23.942713,24.019096,23.917768,24.559223,23.667053,24.107426,23.443407,24.27805,24.314924,23.70617,23.601767,21.73578,21.956038,20.91597,22.2478,21.674063,23.02837,22.553593,23.470148,23.820984,24.207605,24.996485,25.553185,25.533428,26.086296,27.758743,27.711685,29.34357,30.547665,31.113125,31.853287,30.416945,31.967093,32.49823,34.030323,32.874226,33.204426,33.482693,32.672924,31.82092,33.645844,34.82701,34.069275,34.474003,32.58651,33.738323,34.108395,33.051678,31.719847,32.660236,34.285988,33.942577,34.207207,36.712082,38.168365,38.532406,37.139854,40.111618,39.32355,40.39333,39.971832,42.217346,41.689625,42.289448,37.674328,36.904835,36.24666,35.70268,35.81994,35.45586,36.281727,36.85455,37.60104,37.848724,36.06705,37.838055,39.552086,38.381508,41.254353,40.116756,41.822884,41.630203,43.119476,41.97456,39.003895,37.128765,36.310158,38.756733,37.900482,41.326607,38.649693,39.502483,37.43379,37.393764,39.59846,39.87484,44.64005,45.425285,47.881264,49.22067,49.101486,49.34383,50.353123,51.61469,51.12446,48.509686,50.827305,50.57313,54.683475,52.646378,54.86801,55.86897,58.79547,55.921196,58.22356,58.622314,58.538982,58.053486
23.82699,23.74708,23.973495,24.284262,24.106682,23.673244,23.427742,22.859278,22.832306,22.394058,22.488726,22.131042,22.81824,22.564943,22.75763,22.623703,22.644882,22.70457,22.484297,22.094412,22.285719,21.788645,22.134699,22.206093,22.179283,22.386625,22.18998,22.3983,22.538311,22.468206,22.641117,22.937037,22.738068,22.566238,22.8043,23.010815,22.954634,22.813362,22.677704,22.51312,22.252588,21.992273,21.996563,22.621525,22.002316,22.483162,22.612616,22.547405,22.736681,22.728216,22.73889,23.285292,22.577663,22.97891,23.181322,23.118864,23.481073,23.342176,23.270489,22.889229,22.73235,22.869925,22.48663,22.585825,22.785067,23.250805,22.92213,22.797167,22.577187,22.88841,23.253508,23.095032,23.36482,23.546291,23.544525,23.060282,22.86571,22.587507,22.753153,22.822586,22.466171,22.504236,22.711437,22.345268,22.590458,22.837196,22.318645,22.5496,22.758175,22.98332,23.323786,23.234648,23.543098,22.87528,22.545671,22.61379,22.174223,21.806171,21.600069,21.70869,21.448908,21.39155,21.321093,21.464264,21.683949,21.551144,21.691708,21.56763,21.619553,21.823973,21.64953,21.678232,21.761078,21.595074,21.665459,21.685802,21.473188,20.847874,20.803114,21.451292,21.9088,21.764599,21.849863,22.159334,22.301443,22.914278,23.084974,22.80083,22.789598,22.657804,23.011198,23.002144,22.904398,22.406641,22.118414,22.415419,22.030573,21.90424,21.660881,21.73083,21.060019,20.831879,20.974428,21.546635,21.422113,21.025055,20.990742,20.687578,20.81897,20.926998,21.50544,21.793894,22.050411,22.361595,22.241087,22.424665,22.973389,22.931763,23.323265,23.809286,23.999086,24.501362,24.636751,24.045393,23.723845,23.812395,23.787285,23.83197,23.754536,24.039286,23.714605,23.681173,23.8202,24.018517,24.583122,24.767595,24.820185,24.47369,24.17712,24.262775,24.239521,23.75283,23.785471,23.922773,24.339476,24.439196,24.383705,24.668486,24.955849,24.554115,24.527676,24.790064,24.638609,24.734392,24.963108,25.519608,25.373838,25.39881,25.125957,25.071728,24.716661,24.547668,25.066416,25.140337,25.529068,25.320705,25.192646,25.37551,25.077587,25.38546,25.692352,25.282085,25.48954,25.164135,25.512785,25.057137,25.101723,24.587494,24.772688,24.72324,24.499924,24.326578,23.391731,23.43969,23.116314,23.276178,22.517467,22.282455,22.97555,22.781645,23.419252,23.675343,23.422379,23.656946,23.858019,24.10185,24.076998,24.51075,24.644712,24.464928,24.934885,24.547054,25.038145,24.440386,24.642483,24.535223,24.82897,24.511436,24.395641,24.475197,24.760006,24.447369
23.82699,23.74708,23.973495,24.284262,24.106682,25.359661,25.1596,25.789354,25.958317,26.595327,26.68057,25.511003,24.88474,25.668976,24.730938,24.848598,24.502033,23.557585,23.182573,24.095274,24.502792,25.171486,24.922401,24.807817,24.101349,24.128082,25.56122,25.525421,25.41011,24.597065,23.89617,24.752316,25.375671,25.54521,25.064798,25.563673,26.02954,26.714493,25.261583,25.956837,26.929178,28.064472,28.17965,28.396578,27.837133,27.421452,26.74412,27.488724,29.131468,30.130318,31.074022,30.600025,29.374754,29.286053,29.704758,30.978128,30.559235,30.8882,31.42643,31.373112,32.522808,32.40802,32.826103,34.110752,35.601124,37.589294,37.748665,38.026573,36.33413,36.7069,37.093594,35.13897,36.629917,34.552303,35.368065,34.14964,36.374416,35.262672,36.57981,37.757275,36.1395,37.108543,36.47262,38.094975,42.579216,41.036747,42.74874,43.256363,42.62861,43.22716,43.437847,45.23991,46.067997,48.263756,47.500286,46.740803,45.04052,45.133186,48.227066,45.39043,44.824776,44.297276,45.9209,46.877857,48.958023,50.45441,50.417263,51.414646,51.67219,47.743984,49.007717,48.89278,50.467422,50.294113,48.2109,47.65175,52.33386,53.2039,53.302414,53.59132,55.090534,56.234077,58.65589,64.84404,64.7841,64.7522,63.74189,60.74117,60.040726,58.770493,60.119305,68.602745,67.87055,63.401997,57.73106,54.941105,53.59381,59.444313,54.8807,58.22139,59.7518,64.34201,69.2956,69.56024,72.519615,71.400734,74.12684,76.830055,75.20493,71.512146,78.24448,70.93325,71.331505,69.93053,67.74016,68.09122,69.4644,71.00751,73.11778,77.602974,78.0978,77.039635,84.30705,87.06815,88.68519,96.274734,112.13611,117.746284,117.72112,117.634964,118.42478,119.80417,111.916565,109.768814,114.72925,115.92462,120.45423,125.34827,124.85957,125.71725,130.02977,127.44337,125.86767,138.60757,134.44615,134.21173,127.6582,123.06322,122.90219,120.2245,123.63091,127.83725,123.70447,117.97245,114.145935,112.38162,115.78168,115.75485,108.81973,107.134964,101.94562,104.014,106.66602,108.389084,103.87297,100.20037,98.39833,103.88913,107.16171,113.892456,109.81289,109.75257,116.99541,114.34888,113.32794,112.93202,122.13274,117.54902,113.00744,105.030846,102.52067,106.595184,106.31481,116.645966,109.86007,122.47604,120.40692,122.04868,126.47984,132.92732,140.00468,138.39917,141.73727,144.88176,142.84366,143.76581,142.42645,141.99544,149.5805,144.91003,154.71454,159.84909,164.97412,159.8757,162.22511,153.80612,154.47443,163.60796,176.90242,173.3494,172.24991,176.4399
23.82699,23.74708,23.973495,24.284262,24.106682,22.15935,22.186157,21.50667,21.6302,21.143625,21.223322,20.781355,21.297531,21.325668,21.403364,21.248798,21.28528,20.824533,20.588049,20.669868,20.784008,19.967402,20.148209,20.504114,20.192844,20.208452,19.665092,20.271687,20.143753,20.39631,20.892986,21.119263,20.851799,20.631771,20.859308,21.116123,20.93515,20.986866,20.963297,20.929266,20.744122,20.4237,20.647947,21.08284,20.134468,20.430666,20.511662,20.993504,21.486755,21.390602,21.702791,22.01498,20.87096,20.790052,21.289524,21.423552,22.005535,21.544153,21.161856,21.032356,21.06097,20.84833,20.192333,20.333387,20.680105,21.240274,20.873806,21.135212,21.034637,21.423702,21.71148,20.868147,21.273758,21.235563,21.049906,20.037575,19.476513,18.460037,18.730911,18.611164,17.844852,17.973198,18.192545,17.878807,17.821367,17.61272,17.033064,17.55091,18.015339,18.262562,18.649103,18.74992,19.088898,18.909319,18.3534,18.407274,18.051428,17.43186,17.544949,17.426165,17.077528,17.098574,17.168707,17.170397,17.129091,16.82589,16.766575,16.865946,17.237268,17.388596,17.276499,17.349173,17.618513,17.41262,17.298416,17.306343,17.309937,16.672535,16.527426,17.235342,17.793177,17.845385,17.816763,18.28757,18.468943,18.81092,18.849298,18.176882,18.311356,17.919718,18.213203,18.171017,17.99922,17.151981,16.950544,17.107727,16.925886,16.928976,16.59513,16.786585,16.36998,16.354544,16.392159,16.5241,16.393969,15.535049,15.738447,15.399208,15.789479,15.6413,16.085815,16.029963,16.256102,16.467403,16.493483,16.787663,17.169207,17.106588,17.24406,17.918816,17.85154,18.527102,18.849623,18.78116,18.724419,18.405588,18.649626,18.61837,18.791895,18.50294,18.421112,18.371723,18.352345,18.28799,18.706202,18.976183,18.909142,18.856153,18.149918,18.132883,17.897354,17.415854,17.060244,17.263754,17.748482,17.693121,17.823523,18.340582,18.785131,18.800768,18.372723,18.982168,18.685165,18.828733,18.834942,19.380146,19.213888,19.218166,18.36018,18.31343,18.021955,17.688856,17.923939,17.853628,18.213537,18.306149,18.45412,18.489775,17.950428,18.295603,18.788645,18.35025,18.873173,18.60316,18.841585,18.653776,18.915615,18.39134,18.000404,17.653711,17.37034,17.658209,17.157423,17.51386,16.821447,17.028482,16.321375,16.212221,16.812504,16.740202,17.636108,17.819233,18.09669,18.251356,18.24269,18.471756,18.521837,18.833538,18.674746,18.315838,18.896957,18.611124,19.310081,18.640558,19.07316,19.121824,19.616808,19.05244,19.263449,19.290342,19.459044,19.161718
23.82699,23.74708,23.973495,24.284262,24.106682,22.354837,22.145317,21.509548,21.72911,21.292473,21.338778,20.934593,21.162518,21.083351,21.065018,21.094387,21.024395,20.331444,20.368101,20.458248,20.408175,19.8359,19.738657,20.13284,19.662191,19.59374,19.071098,19.719986,19.5197,19.851639,20.42069,20.682787,20.577635,20.36558,20.423069,20.548088,20.360891,20.63263,20.679907,20.625418,20.756618,20.36893,20.619205,21.137798,20.114077,20.562006,20.4965,20.969156,21.332127,21.308912,21.876265,22.119982,20.794054,20.656069,21.068933,21.122501,21.561678,21.08545,20.539488,20.419558,20.668285,20.467623,19.728573,19.912857,20.179758,20.610558,20.297302,20.805716,20.718613,20.944519,21.200634,20.337305,21.025496,20.871689,20.71667,19.620792,19.10852,18.005527,18.285213,18.237932,17.623266,17.571749,17.637157,17.36914,17.552578,17.17567,16.607988,17.208414,17.521542,17.669945,17.990458,17.940544,18.440819,18.429096,17.824429,17.731724,17.477795,17.005219,17.130737,16.883766,16.47696,16.499884,16.79725,16.819033,16.719366,16.41925,16.419865,16.420887,16.836905,16.834702,16.891325,16.993837,17.579575,17.458809,17.51943,17.609642,17.662899,17.248032,17.027327,17.663923,17.97033,18.006014,18.084377,18.795649,18.897654,19.225124,19.030949,18.222261,18.648983,18.208582,18.509876,18.77312,18.554338,17.788126,17.530407,17.5073,17.431944,17.601381,17.155403,17.288342,16.911015,17.010132,17.21821,16.991634,16.939606,16.00988,15.949351,15.522678,15.95156,15.805091,16.244505,16.044807,16.196436,16.293314,16.38121,16.604883,16.81839,16.793848,16.97529,17.668749,17.743664,18.16217,18.74884,18.69496,18.806925,18.51306,19.013895,19.189924,19.483208,19.003141,18.992695,19.019146,18.960869,18.821533,19.574135,19.948725,19.730885,19.744516,19.207672,19.490166,19.50786,18.975126,18.793596,19.072947,19.581959,19.657936,19.535822,20.147385,20.449142,20.692797,20.469076,20.897709,20.666496,21.07875,21.059217,21.677097,21.217995,21.008732,19.865356,19.56229,19.299501,19.015213,19.050516,19.100208,19.302256,19.43146,19.665228,19.996786,19.489038,19.870611,20.579395,20.0424,20.845842,20.659111,20.79451,20.486977,20.797346,20.38319,19.717928,19.18848,18.839426,19.324362,18.82369,19.460299,18.977613,19.276642,18.649378,18.660257,19.314772,19.304556,20.385946,20.462948,20.716942,21.109941,21.127718,21.167507,21.376986,21.929869,21.804651,21.182127,21.88639,21.622149,22.47052,21.61423,22.198883,22.32367,22.915707,22.59369,22.997787,22.928629,22.928648,22.794548
